"txNomeParlamentar";"cpf";"ideCadastro";"nuCarteiraParlamentar";"nuLegislatura";"sgUF";"sgPartido";"codLegislatura";"numSubCota";"txtDescricao";"numEspecificacaoSubCota";"txtDescricaoEspecificacao";"txtFornecedor";"txtCNPJCPF";"txtNumero";"indTipoDocumento";"datEmissao";"vlrDocumento";"vlrGlosa";"vlrLiquido";"numMes";"numAno";"numParcela";"txtPassageiro";"txtTrecho";"numLote";"numRessarcimento";"datPagamentoRestituicao";"vlrRestituicao";"nuDeputadoId";"ideDocumento";"urlDocumento"
"LIDERANÇA DO PSDB";"";"";"";"2011";"NA";"";"54";"9";"PASSAGEM AÉREA - REEMBOLSO";"0";"";"MAIORCA TURISMO LTDA";"606.265.120/0027-0";"FT022546";"1";"2015-01-20T00:00:00";"2570.1";"0";"2570.1";"1";"2015";"0";"";"SSA/BSB";"1167491";"";"";"";"2442";"5604197";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2442/2015/5604197.pdf"
"LIDERANÇA DO PSDB";"";"";"";"2011";"NA";"";"54";"10";"TELEFONIA";"0";"";"Telefônica Brasil S.A. (VIVO)";"025.581.570/0016-2";"0206300262";"0";"2015-02-01T00:00:00";"468.36";"8.74";"459.62";"1";"2015";"0";"";"";"1167542";"";"";"";"2442";"5604338";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2442/2015/5604338.pdf"
"LIDERANÇA DO PSDB";"";"";"";"2011";"NA";"";"54";"10";"TELEFONIA";"0";"";"Telefônica Brasil S.A. (VIVO)";"025.581.570/0016-2";"0206300407";"0";"2015-02-01T00:00:00";"541.25";"11.04";"530.21";"1";"2015";"0";"";"";"1167492";"";"";"";"2442";"5604182";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2442/2015/5604182.pdf"
"LIDERANÇA DO PSDB";"";"";"";"2011";"NA";"";"54";"10";"TELEFONIA";"0";"";"Telefônica Brasil S.A. (VIVO)";"025.581.570/0016-2";"0206300452";"0";"2015-02-01T00:00:00";"341.35";"0";"341.35";"1";"2015";"0";"";"";"1167492";"";"";"";"2442";"5604175";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2442/2015/5604175.pdf"
"LIDERANÇA DO PSDB";"";"";"";"2011";"NA";"";"54";"10";"TELEFONIA";"0";"";"Telefônica Brasil S.A. (VIVO)";"025.581.570/0016-2";"0210718848";"0";"2015-02-01T00:00:00";"331.58";"7.58";"324";"1";"2015";"0";"";"";"1167492";"";"";"";"2442";"5604178";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2442/2015/5604178.pdf"
"LIDERANÇA DO PSDB";"";"";"";"2015";"NA";"";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"AUTO POSTO JK LTDA.";"034.822.080/0018-2";"109373";"0";"2015-03-09T00:00:00";"106.2";"0";"106.2";"3";"2015";"0";"";"";"1173314";"";"";"";"2442";"5623603";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2442/2015/5623603.pdf"
"LIDERANÇA DO PSDB";"";"";"";"2015";"NA";"";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"AUTO POSTO JK LTDA.";"034.822.080/0018-2";"109449";"0";"2015-06-10T00:00:00";"137.2";"0";"137.2";"6";"2015";"0";"";"";"1201648";"";"";"";"2442";"5711868";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2442/2015/5711868.pdf"
"LIDERANÇA DO PSDB";"";"";"";"2015";"NA";"";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"AUTO POSTO JK LTDA.";"034.822.080/0018-2";"109648";"0";"2015-02-12T00:00:00";"115.88";"0";"115.88";"2";"2015";"0";"";"";"1173310";"";"";"";"2442";"5623622";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2442/2015/5623622.pdf"
"LIDERANÇA DO PSDB";"";"";"";"2015";"NA";"";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"AUTO POSTO JK LTDA.";"034.822.080/0018-2";"110017";"0";"2015-05-05T00:00:00";"96.9";"0";"96.9";"5";"2015";"0";"";"";"1188923";"";"";"";"2442";"5673529";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2442/2015/5673529.pdf"
"LIDERANÇA DO PSDB";"";"";"";"2015";"NA";"";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"AUTO POSTO JK LTDA.";"034.822.080/0018-2";"110217";"0";"2015-06-24T00:00:00";"118.61";"0";"118.61";"6";"2015";"0";"";"";"1203914";"";"";"";"2442";"5719383";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2442/2015/5719383.pdf"
"LIDERANÇA DO PSDB";"";"";"";"2015";"NA";"";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"AUTO POSTO JK LTDA.";"034.822.080/0018-2";"110306";"0";"2015-07-03T00:00:00";"127.41";"0";"127.41";"7";"2015";"0";"";"";"1208863";"";"";"";"2442";"5734684";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2442/2015/5734684.pdf"
"LIDERANÇA DO PSDB";"";"";"";"2015";"NA";"";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"AUTO POSTO JK LTDA.";"034.822.080/0018-2";"110435";"0";"2015-08-03T00:00:00";"136.63";"0";"136.63";"8";"2015";"0";"";"";"1213861";"";"";"";"2442";"5750863";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2442/2015/5750863.pdf"
"LIDERANÇA DO PSDB";"";"";"";"2015";"NA";"";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"AUTO POSTO JK LTDA.";"034.822.080/0018-2";"111011";"0";"2015-08-17T00:00:00";"169.44";"0";"169.44";"8";"2015";"0";"";"";"1218459";"";"";"";"2442";"5765936";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2442/2015/5765936.pdf"
"LIDERANÇA DO PSDB";"";"";"";"2015";"NA";"";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"CASCOL COMBUSTÍVEIS PARA VEÍCULOS LTDA.";"003.065.970/0630-8";"13280";"0";"2015-04-06T00:00:00";"129.72";"0";"129.72";"4";"2015";"0";"";"";"1181038";"";"";"";"2442";"5648602";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2442/2015/5648602.pdf"
"LIDERANÇA DO PSDB";"";"";"";"2015";"NA";"";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"POLAR DERIVADOS DE PETRÓLEO LTDA";"000.420.440/0018-4";"155809";"0";"2015-09-29T00:00:00";"128.59";"0";"128.59";"9";"2015";"0";"";"";"1229655";"";"";"";"2442";"5803619";"https://www.camara.leg.br/cota-parlamentar/documentos/publ/2442/2015/5803619.pdf"
